id	definition_source	definition	definition_pp	definition_description	specific	specific_pp	level_5	level_5_pp	subclass	subclass_pp	class	class_pp	superclass	superclass_pp
4507	class	Organic phosphoric acids and derivatives	0.8840	Organic compounds containing phosphoric acid or a derivative thereof.	Organic phosphoric acids and derivatives	0.8840					Organic phosphoric acids and derivatives	0.8840	Organic acids and derivatives	0.9480
4509	level_5	Monosaccharides	0.9870	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Hexoses	0.7970	Monosaccharides	0.9870	Carbohydrates and carbohydrate conjugates	0.9990	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4510	level_5	Medium-chain fatty acids	0.8150	Fatty acids with an aliphatic tail that contains between 4 and 12 carbon atoms.	Medium-chain fatty acids	0.8150	Medium-chain fatty acids	0.8150	Fatty acids and conjugates	0.9050	Fatty Acyls	0.9730	Lipids and lipid-like molecules	0.9870
4511	class	Carboxylic acids and derivatives	0.9920	Compounds containing a carboxylic acid group with the formula -C(=O)OH or a derivative thereof.	Amino acids and derivatives	0.3010	Amino acids and derivatives	0.3010	Amino acids, peptides, and analogues	0.2970	Carboxylic acids and derivatives	0.9920	Organic acids and derivatives	0.9990
4513	superclass	Nucleosides, nucleotides, and analogues	0.6070	Compounds containing a nucleobase linked to a ribose or deoxyribose sugar via a beta-glycosidic linkage. The ribose or deoxyribose moiety bears at least a phosphate group in case of nucleotides.	5'-deoxy-5'-thionucleosides	0.0020			5'-deoxy-5'-thionucleosides	0.0020	5'-deoxyribonucleosides	0.3950	Nucleosides, nucleotides, and analogues	0.6070
4514	subclass	Carboxylic acids	0.5360	Compounds containing a carboxylic acid group with the formula -C(=O)OH.	Carboxylic acids	0.5360			Carboxylic acids	0.5360	Carboxylic acids and derivatives	0.7130	Organic acids and derivatives	0.9390
4515	subclass	Lineolic acids and derivatives	0.5870	Derivatives of lineolic acid. Lineolic acid is a polyunsaturated omega-6 18 carbon long fatty acid, with two CC double bonds at the 9- and 12-positions.	Lineolic acids and derivatives	0.5870			Lineolic acids and derivatives	0.5870	Fatty Acyls	0.9510	Lipids and lipid-like molecules	0.9370
4516	subclass	Carboxylic acid derivatives	0.5710	Derivatives of carboxylic acid.	Carboxylic acid derivatives	0.5710			Carboxylic acid derivatives	0.5710	Carboxylic acids and derivatives	0.6180	Organic acids and derivatives	0.9820
4518	class	Lignan glycosides	0.8480	Aromatic polycyclic compounds containing a carbohydrate component glycosidically linked to a lignan moiety. They include 1-aryltetralin lactones.	Lignan glycosides	0.8480					Lignan glycosides	0.8480	Lignans, neolignans and related compounds	0.9000
4519	level_5	Iridoid O-glycosides	0.6280	Iridoid monoterpenes containing a glycosyl (usually a pyranosyl) moiety linked to the iridoid skeleton.	Iridoid O-glycosides	0.6280	Iridoid O-glycosides	0.6280	Terpene glycosides	0.9130	Prenol lipids	0.8800	Lipids and lipid-like molecules	0.7670
4521	subclass	Fatty acid esters	0.7230	Carboxylic ester derivatives of a fatty acid.	Fatty acid esters	0.7230			Fatty acid esters	0.7230	Fatty Acyls	0.9930	Lipids and lipid-like molecules	0.9970
4522	subclass	Tricarboxylic acids and derivatives	0.5690	Carboxylic acids containing exactly three carboxyl groups.	Tricarboxylic acids and derivatives	0.5690			Tricarboxylic acids and derivatives	0.5690	Carboxylic acids and derivatives	0.9890	Organic acids and derivatives	0.9950
4523	subclass	Furanones	0.5210	Compounds containing a furan ring bearing a ketone group.	Furanones	0.5210			Furanones	0.5210	Dihydrofurans	0.5940	Organoheterocyclic compounds	0.9920
4524	class	Carboxylic acids and derivatives	0.5210	Compounds containing a carboxylic acid group with the formula -C(=O)OH or a derivative thereof.	Alpha amino acid amides	0.0010	Amino acids and derivatives	0.2290	Amino acids, peptides, and analogues	0.2220	Carboxylic acids and derivatives	0.5210	Organic acids and derivatives	0.7150
4526	subclass	Terpene lactones	0.5530	Prenol lipids containing a lactone ring.	Terpene lactones	0.5530			Terpene lactones	0.5530	Prenol lipids	0.8060	Lipids and lipid-like molecules	0.8900
4527	level_5	Alkyl aryl ethers	0.5070	Organic compounds containing the alkyl aryl ether functional group with the generic formula R-O-R' , where R is an alkyl group and R' is an aryl group.	Alkyl aryl ethers	0.5070	Alkyl aryl ethers	0.5070	Ethers	0.5870	Organooxygen compounds	0.9990	Organic oxygen compounds	1.0000
4529	level_5	Carboxylic acid esters	0.5260	Carboxylic acid derivatives in which the carbon atom from the carbonyl group is attached to an alkyl or an aryl moiety through an oxygen atom (forming an ester group).	Carboxylic acid esters	0.5260	Carboxylic acid esters	0.5260	Carboxylic acid derivatives	0.6040	Carboxylic acids and derivatives	0.8590	Organic acids and derivatives	0.8980
4532	class	Phenol ethers	0.6150	Aromatic compounds containing an ether group substituted with a benzene ring.	Phenol ethers	0.6150					Phenol ethers	0.6150	Benzenoids	0.9790
4533	subclass	Dicarboxylic acids and derivatives	0.5200	Organic compounds containing exactly two carboxylic acid groups.	Dicarboxylic acids and derivatives	0.5200			Dicarboxylic acids and derivatives	0.5200	Carboxylic acids and derivatives	0.9370	Organic acids and derivatives	0.9520
4534	superclass	Lipids and lipid-like molecules	0.6520	Fatty acids and their derivatives, and substances related biosynthetically or functionally to these compounds.	Lipids and lipid-like molecules	0.6520							Lipids and lipid-like molecules	0.6520
4535	level_5	Long-chain fatty acids	0.9590	Fatty acids with an aliphatic tail that contains between 13 and 21 carbon atoms.	Long-chain fatty acids	0.9590	Long-chain fatty acids	0.9590	Fatty acids and conjugates	0.9650	Fatty Acyls	0.9800	Lipids and lipid-like molecules	0.9720
4536	null	null	null	null	Coumaric acids and derivatives	0.0000	Coumaric acids and derivatives	0.0000	Hydroxycinnamic acids and derivatives	0.0000	Cinnamic acids and derivatives	0.0000	Phenylpropanoids and polyketides	0.0000
4537	superclass	Organoheterocyclic compounds	0.5310	Compounds containing a ring with least one carbon atom and one non-carbon atom.	Organoheterocyclic compounds	0.5310							Organoheterocyclic compounds	0.5310
4539	level_5	Medium-chain fatty acids	0.8470	Fatty acids with an aliphatic tail that contains between 4 and 12 carbon atoms.	Medium-chain fatty acids	0.8470	Medium-chain fatty acids	0.8470	Fatty acids and conjugates	0.9040	Fatty Acyls	0.9910	Lipids and lipid-like molecules	0.9950
4541	subclass	Amines	0.9960	Compounds formally derived from ammonia by replacing one, two or three hydrogen atoms by hydrocarbyl groups, and having the general structures RNH2 (primary amines), R2NH (secondary amines), R3N (tertiary amines).	Aralkylamines	0.0050	Aralkylamines	0.0050	Amines	0.9960	Organonitrogen compounds	1.0000	Organic nitrogen compounds	1.0000
4542	level_5	Monosaccharides	0.9300	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Hexoses	0.5050	Monosaccharides	0.9300	Carbohydrates and carbohydrate conjugates	0.8800	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4543	subclass	Dicarboxylic acids and derivatives	0.5860	Organic compounds containing exactly two carboxylic acid groups.	Dicarboxylic acids and derivatives	0.5860			Dicarboxylic acids and derivatives	0.5860	Carboxylic acids and derivatives	0.8880	Organic acids and derivatives	0.9380
4544	level_5	Medium-chain fatty acids	0.7090	Fatty acids with an aliphatic tail that contains between 4 and 12 carbon atoms.	Medium-chain fatty acids	0.7090	Medium-chain fatty acids	0.7090	Fatty acids and conjugates	0.9430	Fatty Acyls	0.9860	Lipids and lipid-like molecules	0.9870
4546	level_5	Cyclic alcohols and derivatives	0.9840	Organic compounds containing an aliphatic ring substituted with at least one hydroxyl group.	Quinic acids and derivatives	0.9980	Cyclic alcohols and derivatives	0.9840	Alcohols and polyols	0.9040	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4547	level_5	Flavonoid O-glycosides	0.8470	Compounds containing a carbohydrate moiety which is O-glycosidically linked to the 2-phenylchromen-4-one flavonoid backbone.	Flavonoid-3-O-glycosides	0.9730	Flavonoid O-glycosides	0.8470	Flavonoid glycosides	0.6300	Flavonoids	0.5090	Phenylpropanoids and polyketides	0.8060
4548	subclass	Fatty acid esters	0.9910	Carboxylic ester derivatives of a fatty acid.	Fatty acid esters	0.9910			Fatty acid esters	0.9910	Fatty Acyls	0.9990	Lipids and lipid-like molecules	1.0000
4549	null	null	null	null	Lignan glycosides	0.0030					Lignan glycosides	0.0030	Lignans, neolignans and related compounds	0.0060
4550	subclass	Terpene glycosides	0.7400	Prenol lipids containing a carbohydrate moiety glycosidically bound to a terpene backbone.	Terpene glycosides	0.7400			Terpene glycosides	0.7400	Prenol lipids	0.7240	Lipids and lipid-like molecules	0.7480
4551	subclass	Sesquiterpenoids	0.6790	Terpenes with three consecutive isoprene units.	Sesquiterpenoids	0.6790			Sesquiterpenoids	0.6790	Prenol lipids	0.8090	Lipids and lipid-like molecules	0.8600
4554	subclass	Fatty acid esters	0.7760	Carboxylic ester derivatives of a fatty acid.	Fatty acid esters	0.7760			Fatty acid esters	0.7760	Fatty Acyls	0.9490	Lipids and lipid-like molecules	0.9620
4555	null	null	null	null	Pteridines and derivatives	0.0000					Pteridines and derivatives	0.0000	Organoheterocyclic compounds	0.3070
4556	subclass	Medium-chain hydroxy acids and derivatives	0.6820	Hydroxy acids with a 6 to 12 carbon atoms long side chain.	Medium-chain hydroxy acids and derivatives	0.6820			Medium-chain hydroxy acids and derivatives	0.6820	Hydroxy acids and derivatives	0.7080	Organic acids and derivatives	0.9960
4557	level_5	Monosaccharides	0.9330	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Hexoses	0.8980	Monosaccharides	0.9330	Carbohydrates and carbohydrate conjugates	0.9870	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4558	level_5	Carboxylic acid esters	0.7410	Carboxylic acid derivatives in which the carbon atom from the carbonyl group is attached to an alkyl or an aryl moiety through an oxygen atom (forming an ester group).	Methyl esters	0.6860	Carboxylic acid esters	0.7410	Carboxylic acid derivatives	0.8540	Carboxylic acids and derivatives	0.9080	Organic acids and derivatives	0.9170
4559	subclass	Lineolic acids and derivatives	0.6780	Derivatives of lineolic acid. Lineolic acid is a polyunsaturated omega-6 18 carbon long fatty acid, with two CC double bonds at the 9- and 12-positions.	Lineolic acids and derivatives	0.6780			Lineolic acids and derivatives	0.6780	Fatty Acyls	0.9960	Lipids and lipid-like molecules	0.9990
4560	subclass	Tricarboxylic acids and derivatives	0.6210	Carboxylic acids containing exactly three carboxyl groups.	Tricarboxylic acids and derivatives	0.6210			Tricarboxylic acids and derivatives	0.6210	Carboxylic acids and derivatives	0.9950	Organic acids and derivatives	0.9990
4561	level_5	Disaccharides	0.9750	Compounds containing two carbohydrate moieties linked to each to each other through a glycosidic bond, no set of three or more glycosidically linked carbohydrate units.	Disaccharides	0.9750	Disaccharides	0.9750	Carbohydrates and carbohydrate conjugates	0.9800	Organooxygen compounds	0.9990	Organic oxygen compounds	1.0000
4564	subclass	Fatty acid esters	0.8750	Carboxylic ester derivatives of a fatty acid.	Fatty acid esters	0.8750			Fatty acid esters	0.8750	Fatty Acyls	0.9830	Lipids and lipid-like molecules	0.9870
4565	level_5	Monosaccharides	0.9210	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Hexoses	0.5140	Monosaccharides	0.9210	Carbohydrates and carbohydrate conjugates	0.9720	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4567	subclass	Beta hydroxy acids and derivatives	0.6720	Compounds containing a carboxylic acid substituted with a hydroxyl group on the C3 carbon atom.	Beta hydroxy acids and derivatives	0.6720			Beta hydroxy acids and derivatives	0.6720	Hydroxy acids and derivatives	0.8010	Organic acids and derivatives	0.9870
4568	level_5	Amino acids and derivatives	0.9440	Organic compounds containing an amine group, a carboxylic acid group (or a derivative thereof), and a side-chain that is specific to each amino acid.	Amino acids and derivatives	0.9440	Amino acids and derivatives	0.9440	Amino acids, peptides, and analogues	0.9420	Carboxylic acids and derivatives	0.9890	Organic acids and derivatives	0.9970
4569	subclass	Dicarboxylic acids and derivatives	0.8750	Organic compounds containing exactly two carboxylic acid groups.	Dicarboxylic acids and derivatives	0.8750			Dicarboxylic acids and derivatives	0.8750	Carboxylic acids and derivatives	0.9670	Organic acids and derivatives	0.9900
4570	superclass	Organic acids and derivatives	0.7530	Compounds an organic acid or a derivative thereof.	Monoalkyl phosphates	0.0000	Alkyl phosphates	0.0000	Phosphate esters	0.0000	Organic phosphoric acids and derivatives	0.0000	Organic acids and derivatives	0.7530
4571	class	Naphthopyrans	0.6390	Compounds containing a pyran ring fused to a naphthalene moiety. Furan is a 6 membered-ring non-aromatic ring with five carbon and one oxygen atoms. Naphthalene is a polycyclic aromatic hydrocarbon  made up of two fused benzene rings.	Naphthopyrans	0.6390					Naphthopyrans	0.6390	Organoheterocyclic compounds	0.8480
4573	level_5	Iridoids and derivatives	0.8330	Monoterpenes containing a skeleton structurally characterized by the presence of a cylopentane fused to a pyran ( forming a 4,7-dimethylcyclopenta[c]pyran), or a derivative where the pentane moiety is open.	Iridoids and derivatives	0.8330	Iridoids and derivatives	0.8330	Monoterpenoids	0.7590	Prenol lipids	0.6990	Lipids and lipid-like molecules	0.4590
4574	subclass	Sesquiterpenoids	0.6980	Terpenes with three consecutive isoprene units.	Sesquiterpenoids	0.6980			Sesquiterpenoids	0.6980	Prenol lipids	0.6340	Lipids and lipid-like molecules	0.4220
4575	subclass	Fatty acid esters	0.5010	Carboxylic ester derivatives of a fatty acid.	Fatty acid esters	0.5010			Fatty acid esters	0.5010	Fatty Acyls	0.6610	Lipids and lipid-like molecules	0.6220
4577	level_5	Long-chain fatty acids	0.8690	Fatty acids with an aliphatic tail that contains between 13 and 21 carbon atoms.	Long-chain fatty acids	0.8690	Long-chain fatty acids	0.8690	Fatty acids and conjugates	0.8510	Fatty Acyls	0.9450	Lipids and lipid-like molecules	0.9520
4579	level_5	Glycosyl compounds	0.7340	Carbohydrate derivatives in which a sugar group is bonded through its anomeric carbon to another group via a C-, S-,N-,O-, or Se- glycosidic bond.	Glycosylamines	0.1220	Glycosyl compounds	0.7340	Carbohydrates and carbohydrate conjugates	0.9900	Organooxygen compounds	0.9980	Organic oxygen compounds	1.0000
4581	class	Lignan glycosides	0.6730	Aromatic polycyclic compounds containing a carbohydrate component glycosidically linked to a lignan moiety. They include 1-aryltetralin lactones.	Lignan glycosides	0.6730					Lignan glycosides	0.6730	Lignans, neolignans and related compounds	0.9560
4582	null	null	null	null	Terpene glycosides	0.3220			Terpene glycosides	0.3220	Prenol lipids	0.2020	Lipids and lipid-like molecules	0.4240
4583	class	Phenol ethers	0.7670	Aromatic compounds containing an ether group substituted with a benzene ring.	Phenol ethers	0.7670					Phenol ethers	0.7670	Benzenoids	0.9800
4584	level_5	Secondary alcohols	0.9370	Compounds containing a secondary alcohol functional group, with the general structure HOC(R)(R') (R,R'=alkyl, aryl).	Secondary alcohols	0.9370	Secondary alcohols	0.9370	Alcohols and polyols	0.9950	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4585	level_5	Monosaccharides	0.9840	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Hexoses	0.8470	Monosaccharides	0.9840	Carbohydrates and carbohydrate conjugates	0.9900	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4586	superclass	Lignans, neolignans and related compounds	0.9060	Plant products of low molecular weight formed primarily from oxidative coupling of two p-propylphenol moieties. They can also be described as micromolecules with two phenylpropanoid units coupled together. They can be attached in various manners, like C5-C5', C8-C8'. Most known natural lignans are oxidized at C9 and C9´ and, based upon the way in which oxygen is incorporated into the skeleton and on the cyclization patterns, a wide range of lignans of very different structural types can be formed.	Lignans, neolignans and related compounds	0.9060							Lignans, neolignans and related compounds	0.9060
4588	superclass	Organic acids and derivatives	0.9240	Compounds an organic acid or a derivative thereof.	Alkyl phosphates	0.0000	Alkyl phosphates	0.0000	Phosphate esters	0.0000	Organic phosphoric acids and derivatives	0.0000	Organic acids and derivatives	0.9240
4589	level_5	Glycosyl compounds	0.5570	Carbohydrate derivatives in which a sugar group is bonded through its anomeric carbon to another group via a C-, S-,N-,O-, or Se- glycosidic bond.	O-glycosyl compounds	0.5370	Glycosyl compounds	0.5570	Carbohydrates and carbohydrate conjugates	0.7640	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4590	level_5	Unsaturated fatty acids	0.5970	Fatty acids with a chain that contains at least one CC double bond.	Unsaturated fatty acids	0.5970	Unsaturated fatty acids	0.5970	Fatty acids and conjugates	0.3900	Fatty Acyls	0.7320	Lipids and lipid-like molecules	0.6420
4593	class	Steroids and steroid derivatives	0.6630	Compounds based on the cyclopenta[a]phenanthrene carbon skeleton, partially or completely hydrogenated; there are usually methyl groups at C-10 and C-13, and often an alkyl group at C-17. By extension, one or more bond scissions, ring expansions and/or ring contractions of the skeleton may have occurred.	Steroids and steroid derivatives	0.6630					Steroids and steroid derivatives	0.6630	Lipids and lipid-like molecules	0.9940
4594	subclass	1-hydroxy-2-unsubstituted benzenoids	0.8050	Phenols that a unsubstituted at the 2-position.	1-hydroxy-2-unsubstituted benzenoids	0.8050			1-hydroxy-2-unsubstituted benzenoids	0.8050	Phenols	0.8670	Benzenoids	0.9770
4595	subclass	Terpene glycosides	0.5110	Prenol lipids containing a carbohydrate moiety glycosidically bound to a terpene backbone.	Terpene glycosides	0.5110			Terpene glycosides	0.5110	Prenol lipids	0.8150	Lipids and lipid-like molecules	0.6630
4596	level_5	Tertiary alcohols	0.7970	Compounds in which a hydroxy group, -OH, is attached to a saturated carbon atom R3COH (R not H ).	Tertiary alcohols	0.7970	Tertiary alcohols	0.7970	Alcohols and polyols	0.9770	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4597	class	Fatty Acyls	0.9010	Organic molecules synthesized by chain elongation of an acetyl-CoA primer with malonyl-CoA (or methylmalonyl-CoA) groups that might contain a cyclic functionality and/or are substituted with heteroatoms.	Fatty Acyls	0.9010					Fatty Acyls	0.9010	Lipids and lipid-like molecules	0.8870
4598	null	null	null	null	Lignan glycosides	0.0000					Lignan glycosides	0.0000	Lignans, neolignans and related compounds	0.2700
4600	class	Phenol ethers	0.6190	Aromatic compounds containing an ether group substituted with a benzene ring.	Phenol ethers	0.6190					Phenol ethers	0.6190	Benzenoids	0.9920
4604	subclass	Methoxyphenols	0.8820	Compounds containing a methoxy group attached to the benzene ring of a phenol moiety.	Methoxyphenols	0.8820			Methoxyphenols	0.8820	Phenols	0.9310	Benzenoids	0.9980
4605	class	Organooxygen compounds	0.9950	Organic compounds containing a bond between a carbon atom and an oxygen atom.	Organooxygen compounds	0.9950					Organooxygen compounds	0.9950	Organic oxygen compounds	1.0000
4606	subclass	Lineolic acids and derivatives	0.5990	Derivatives of lineolic acid. Lineolic acid is a polyunsaturated omega-6 18 carbon long fatty acid, with two CC double bonds at the 9- and 12-positions.	Lineolic acids and derivatives	0.5990			Lineolic acids and derivatives	0.5990	Fatty Acyls	0.9960	Lipids and lipid-like molecules	0.9990
4607	subclass	Fatty acid esters	0.8200	Carboxylic ester derivatives of a fatty acid.	Fatty acid esters	0.8200			Fatty acid esters	0.8200	Fatty Acyls	0.9780	Lipids and lipid-like molecules	0.9850
4609	class	Carboxylic acids and derivatives	0.8310	Compounds containing a carboxylic acid group with the formula -C(=O)OH or a derivative thereof.	Alpha amino acids	0.0040	Amino acids and derivatives	0.0570	Amino acids, peptides, and analogues	0.0560	Carboxylic acids and derivatives	0.8310	Organic acids and derivatives	0.9220
4611	null	null	null	null	N-substituted imidazoles	0.0000	Substituted imidazoles	0.0000	Imidazoles	0.0000	Azoles	0.0000	Organoheterocyclic compounds	0.2190
4612	class	Organooxygen compounds	0.9980	Organic compounds containing a bond between a carbon atom and an oxygen atom.	Organooxygen compounds	0.9980					Organooxygen compounds	0.9980	Organic oxygen compounds	1.0000
4613	level_5	Monosaccharides	0.9830	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Hexoses	0.7430	Monosaccharides	0.9830	Carbohydrates and carbohydrate conjugates	0.9900	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4614	class	Carboxylic acids and derivatives	0.9050	Compounds containing a carboxylic acid group with the formula -C(=O)OH or a derivative thereof.	Alpha amino acids	0.0020	Amino acids and derivatives	0.1660	Amino acids, peptides, and analogues	0.1660	Carboxylic acids and derivatives	0.9050	Organic acids and derivatives	1.0000
4615	level_5	Medium-chain fatty acids	0.6810	Fatty acids with an aliphatic tail that contains between 4 and 12 carbon atoms.	Medium-chain fatty acids	0.6810	Medium-chain fatty acids	0.6810	Fatty acids and conjugates	0.8420	Fatty Acyls	0.9960	Lipids and lipid-like molecules	0.9990
4616	level_5	Polyols	0.8930	Organic compounds containing more than one hydroxyl groups.	1,2-diols	0.5710	Polyols	0.8930	Alcohols and polyols	0.9720	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4617	subclass	1-hydroxy-2-unsubstituted benzenoids	0.5840	Phenols that a unsubstituted at the 2-position.	1-hydroxy-2-unsubstituted benzenoids	0.5840			1-hydroxy-2-unsubstituted benzenoids	0.5840	Phenols	0.5780	Benzenoids	0.7990
4618	subclass	Thiophosphoric acid esters	0.5920	Organic compounds containing the thiophosphoric acid functional group or a derivative thereof, with the general structure ROP(OR')(OR'')=S, where at least one R-group is an organyl group.	Thiophosphoric acid esters	0.5920			Thiophosphoric acid esters	0.5920	Organic thiophosphoric acids and derivatives	0.6240	Organic acids and derivatives	0.6130
4619	null	null	null	null	Lignans, neolignans and related compounds	0.0410							Lignans, neolignans and related compounds	0.0410
4620	level_5	Medium-chain fatty acids	0.6990	Fatty acids with an aliphatic tail that contains between 4 and 12 carbon atoms.	Medium-chain fatty acids	0.6990	Medium-chain fatty acids	0.6990	Fatty acids and conjugates	0.9460	Fatty Acyls	0.9950	Lipids and lipid-like molecules	0.9980
4622	level_5	Ketones	0.5630	Organic compounds  in which a carbonyl group is bonded to two carbon atoms R2C=O (neither R may be a hydrogen atom). Ketones that have one or more alpha-hydrogen atoms undergo keto-enol tautomerization, the tautomer being an enol.	Ketones	0.5630	Ketones	0.5630	Carbonyl compounds	0.9620	Organooxygen compounds	0.9970	Organic oxygen compounds	1.0000
4623	class	Organooxygen compounds	0.9990	Organic compounds containing a bond between a carbon atom and an oxygen atom.	Phenolic glycosides	0.0010	Glycosyl compounds	0.0020	Carbohydrates and carbohydrate conjugates	0.0010	Organooxygen compounds	0.9990	Organic oxygen compounds	1.0000
4625	level_5	Aminosaccharides	0.9230	Saccharides containing a sugar unit that bears an amino group.	Aminocyclitol glycosides	0.7880	Aminosaccharides	0.9230	Carbohydrates and carbohydrate conjugates	0.9990	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4626	level_5	Medium-chain fatty acids	0.8340	Fatty acids with an aliphatic tail that contains between 4 and 12 carbon atoms.	Medium-chain fatty acids	0.8340	Medium-chain fatty acids	0.8340	Fatty acids and conjugates	0.9360	Fatty Acyls	0.9840	Lipids and lipid-like molecules	0.9920
4627	subclass	Triterpenoids	0.9290	Terpene molecules containing 8 isoprene units.	Triterpenoids	0.9290			Triterpenoids	0.9290	Prenol lipids	0.8390	Lipids and lipid-like molecules	0.9720
4628	subclass	Medium-chain hydroxy acids and derivatives	0.6340	Hydroxy acids with a 6 to 12 carbon atoms long side chain.	Medium-chain hydroxy acids and derivatives	0.6340			Medium-chain hydroxy acids and derivatives	0.6340	Hydroxy acids and derivatives	0.9020	Organic acids and derivatives	0.9980
4629	level_5	Medium-chain fatty acids	0.6760	Fatty acids with an aliphatic tail that contains between 4 and 12 carbon atoms.	Medium-chain fatty acids	0.6760	Medium-chain fatty acids	0.6760	Fatty acids and conjugates	0.4890	Fatty Acyls	0.9100	Lipids and lipid-like molecules	0.9270
4630	subclass	Methoxyphenols	0.6990	Compounds containing a methoxy group attached to the benzene ring of a phenol moiety.	Methoxyphenols	0.6990			Methoxyphenols	0.6990	Phenols	0.8810	Benzenoids	0.9970
4632	level_5	Glycosyl compounds	0.9830	Carbohydrate derivatives in which a sugar group is bonded through its anomeric carbon to another group via a C-, S-,N-,O-, or Se- glycosidic bond.	O-glycosyl compounds	0.9890	Glycosyl compounds	0.9830	Carbohydrates and carbohydrate conjugates	0.9980	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4633	level_5	Monosaccharides	0.9870	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Hexoses	0.9330	Monosaccharides	0.9870	Carbohydrates and carbohydrate conjugates	0.9990	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4634	level_5	Carboxylic acid esters	0.6920	Carboxylic acid derivatives in which the carbon atom from the carbonyl group is attached to an alkyl or an aryl moiety through an oxygen atom (forming an ester group).	Carboxylic acid esters	0.6920	Carboxylic acid esters	0.6920	Carboxylic acid derivatives	0.7200	Carboxylic acids and derivatives	0.9020	Organic acids and derivatives	0.8510
4635	level_5	Carboxylic acid esters	0.7250	Carboxylic acid derivatives in which the carbon atom from the carbonyl group is attached to an alkyl or an aryl moiety through an oxygen atom (forming an ester group).	Enoate esters	0.5190	Carboxylic acid esters	0.7250	Carboxylic acid derivatives	0.7850	Carboxylic acids and derivatives	0.9020	Organic acids and derivatives	0.8930
4636	level_5	Monosaccharides	0.9680	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Hexoses	0.8550	Monosaccharides	0.9680	Carbohydrates and carbohydrate conjugates	0.9890	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4637	subclass	Benzyl alcohols	0.6340	Organic compounds containing the phenylmethanol substructure.	Benzyl alcohols	0.6340			Benzyl alcohols	0.6340	Benzene and substituted derivatives	0.8580	Benzenoids	0.8770
4639	level_5	Glycosyl compounds	0.9930	Carbohydrate derivatives in which a sugar group is bonded through its anomeric carbon to another group via a C-, S-,N-,O-, or Se- glycosidic bond.	Phenolic glycosides	0.0860	Glycosyl compounds	0.9930	Carbohydrates and carbohydrate conjugates	1.0000	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4640	subclass	Triterpenoids	0.5600	Terpene molecules containing 8 isoprene units.	Triterpenoids	0.5600			Triterpenoids	0.5600	Prenol lipids	0.8380	Lipids and lipid-like molecules	0.9190
4641	subclass	Sesquiterpenoids	0.5080	Terpenes with three consecutive isoprene units.	Sesquiterpenoids	0.5080			Sesquiterpenoids	0.5080	Prenol lipids	0.7890	Lipids and lipid-like molecules	0.9970
4642	subclass	Thiophosphoric acid esters	0.9070	Organic compounds containing the thiophosphoric acid functional group or a derivative thereof, with the general structure ROP(OR')(OR'')=S, where at least one R-group is an organyl group.	Thiophosphoric acid esters	0.9070			Thiophosphoric acid esters	0.9070	Organic thiophosphoric acids and derivatives	0.9120	Organic acids and derivatives	0.9040
4643	subclass	Terpene glycosides	0.6350	Prenol lipids containing a carbohydrate moiety glycosidically bound to a terpene backbone.	Terpene glycosides	0.6350			Terpene glycosides	0.6350	Prenol lipids	0.9020	Lipids and lipid-like molecules	0.9940
4644	subclass	1-benzopyrans	0.7080	Organic aromatic compounds that 1-benzopyran, a bicyclic compound made up of a benzene ring fused to a pyran, so that the oxygen atom is at the 1-position.	1-benzopyrans	0.7080			1-benzopyrans	0.7080	Benzopyrans	0.6760	Organoheterocyclic compounds	0.6620
